item_name,state,gmm_rmse,isolation_forest_rmse,random_forest_rmse,gmm_accuracy,isolation_forest_accuracy,random_forest_accuracy,best_model,best_model_accuracy
"SOS CILI KIMBALL,340g",Johor,0.29277002188455997,0.1690308509457033,0.50709255283711,91.42857142857143,97.14285714285714,74.28571428571429,Isolation Forest,97.14285714285714
"SOS CILI KIMBALL,340g",Kedah,0.1690308509457033,0.29277002188455997,0.3779644730092272,97.14285714285714,91.42857142857143,85.71428571428571,GMM,97.14285714285714
"SOS CILI KIMBALL,340g",Kelantan,0.23904572186687872,0.23904572186687872,0.50709255283711,94.28571428571428,94.28571428571428,74.28571428571429,GMM,94.28571428571428
"SOS CILI KIMBALL,340g",Melaka,0.29277002188455997,0.1690308509457033,0.50709255283711,91.42857142857143,97.14285714285714,74.28571428571429,Isolation Forest,97.14285714285714
"SOS CILI KIMBALL,340g",Negeri Sembilan,0.29277002188455997,0.23904572186687872,0.47809144373375745,91.42857142857143,94.28571428571428,77.14285714285715,Isolation Forest,94.28571428571428
"SOS CILI KIMBALL,340g",Pahang,0.29277002188455997,0.1690308509457033,0.4472135954999579,91.42857142857143,97.14285714285714,80.0,Isolation Forest,97.14285714285714
"SOS CILI KIMBALL,340g",Perak,0.29277002188455997,0.29277002188455997,0.5345224838248488,91.42857142857143,91.42857142857143,71.42857142857143,GMM,91.42857142857143
"SOS CILI KIMBALL,340g",Perlis,0.1690308509457033,0.29277002188455997,0.3779644730092272,97.14285714285714,91.42857142857143,85.71428571428571,GMM,97.14285714285714
"SOS CILI KIMBALL,340g",Pulau Pinang,0.23904572186687872,0.23904572186687872,0.47809144373375745,94.28571428571428,94.28571428571428,77.14285714285715,GMM,94.28571428571428
"SOS CILI KIMBALL,340g",Sabah,0.4140393356054125,0.23904572186687872,0.5855400437691199,82.85714285714286,94.28571428571428,65.71428571428571,Isolation Forest,94.28571428571428
"SOS CILI KIMBALL,340g",Sarawak,0.3779644730092272,0.0,0.50709255283711,85.71428571428571,100.0,74.28571428571429,Isolation Forest,100.0
"SOS CILI KIMBALL,340g",Selangor,0.4140393356054125,0.23904572186687872,0.560611910581388,82.85714285714286,94.28571428571428,68.57142857142857,Isolation Forest,94.28571428571428
"SOS CILI KIMBALL,340g",Terengganu,0.3380617018914066,0.0,0.4472135954999579,88.57142857142857,100.0,80.0,Isolation Forest,100.0
"SOS CILI KIMBALL,340g",W.P. Kuala Lumpur,0.3779644730092272,0.1690308509457033,0.50709255283711,85.71428571428571,97.14285714285714,74.28571428571429,Isolation Forest,97.14285714285714
"SOS CILI KIMBALL,340g",W.P. Labuan,0.3380617018914066,0.23904572186687872,0.4140393356054125,88.57142857142857,94.28571428571428,82.85714285714286,Isolation Forest,94.28571428571428
"SOS CILI KIMBALL,340g",W.P. Putrajaya,0.3779644730092272,0.23904572186687872,0.50709255283711,85.71428571428571,94.28571428571428,74.28571428571429,Isolation Forest,94.28571428571428
