item_name,state,gmm_rmse,isolation_forest_rmse,random_forest_rmse,gmm_accuracy,isolation_forest_accuracy,random_forest_accuracy,best_model,best_model_accuracy
"SERBUK NASI GORENG CINA ADABI,17g",Johor,0.3592106040535498,0.3592106040535498,0.5956833971812706,87.09677419354838,87.09677419354838,64.51612903225806,GMM,87.09677419354838
"SERBUK NASI GORENG CINA ADABI,17g",Kedah,0.508000508000762,0.4016096644512494,0.672021505032247,74.19354838709677,83.87096774193549,54.83870967741935,Isolation Forest,83.87096774193549
"SERBUK NASI GORENG CINA ADABI,17g",Kelantan,0.3110855084191276,0.3592106040535498,0.508000508000762,90.32258064516128,87.09677419354838,74.19354838709677,GMM,90.32258064516128
"SERBUK NASI GORENG CINA ADABI,17g",Melaka,0.47519096331149147,0.3110855084191276,0.47519096331149147,77.41935483870968,90.32258064516128,77.41935483870968,Isolation Forest,90.32258064516128
"SERBUK NASI GORENG CINA ADABI,17g",Negeri Sembilan,0.3110855084191276,0.3592106040535498,0.5679618342470648,90.32258064516128,87.09677419354838,67.74193548387096,GMM,90.32258064516128
"SERBUK NASI GORENG CINA ADABI,17g",Pahang,0.3592106040535498,0.508000508000762,0.5388159060803247,87.09677419354838,74.19354838709677,70.96774193548387,GMM,87.09677419354838
"SERBUK NASI GORENG CINA ADABI,17g",Perak,0.4016096644512494,0.3110855084191276,0.5679618342470648,83.87096774193549,90.32258064516128,67.74193548387096,Isolation Forest,90.32258064516128
"SERBUK NASI GORENG CINA ADABI,17g",Perlis,0.3592106040535498,0.254000254000381,0.5388159060803247,87.09677419354838,93.54838709677419,70.96774193548387,Isolation Forest,93.54838709677419
"SERBUK NASI GORENG CINA ADABI,17g",Pulau Pinang,0.3110855084191276,0.43994134506405985,0.508000508000762,90.32258064516128,80.64516129032258,74.19354838709677,GMM,90.32258064516128
"SERBUK NASI GORENG CINA ADABI,17g",Sabah,0.3592106040535498,0.254000254000381,0.5679618342470648,87.09677419354838,93.54838709677419,67.74193548387096,Isolation Forest,93.54838709677419
"SERBUK NASI GORENG CINA ADABI,17g",Sarawak,0.3592106040535498,0.3110855084191276,0.5679618342470648,87.09677419354838,90.32258064516128,67.74193548387096,Isolation Forest,90.32258064516128
"SERBUK NASI GORENG CINA ADABI,17g",Selangor,0.43994134506405985,0.254000254000381,0.5388159060803247,80.64516129032258,93.54838709677419,70.96774193548387,Isolation Forest,93.54838709677419
"SERBUK NASI GORENG CINA ADABI,17g",Terengganu,0.43994134506405985,0.3592106040535498,0.5679618342470648,80.64516129032258,87.09677419354838,67.74193548387096,Isolation Forest,87.09677419354838
"SERBUK NASI GORENG CINA ADABI,17g",W.P. Kuala Lumpur,0.4016096644512494,0.3592106040535498,0.5388159060803247,83.87096774193549,87.09677419354838,70.96774193548387,Isolation Forest,87.09677419354838
"SERBUK NASI GORENG CINA ADABI,17g",W.P. Labuan,0.3592106040535498,0.1796053020267749,0.1796053020267749,87.09677419354838,96.7741935483871,96.7741935483871,Isolation Forest,96.7741935483871
"SERBUK NASI GORENG CINA ADABI,17g",W.P. Putrajaya,0.4016096644512494,0.3110855084191276,0.508000508000762,83.87096774193549,90.32258064516128,74.19354838709677,Isolation Forest,90.32258064516128
