item_name,state,gmm_rmse,isolation_forest_rmse,random_forest_rmse,gmm_accuracy,isolation_forest_accuracy,random_forest_accuracy,best_model,best_model_accuracy
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Johor,0.30151134457776363,0.30151134457776363,0.49236596391733095,90.9090909090909,90.9090909090909,75.75757575757575,GMM,90.9090909090909
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Kedah,0.30151134457776363,0.17407765595569785,0.5222329678670935,90.9090909090909,96.96969696969697,72.72727272727273,Isolation Forest,96.96969696969697
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Kelantan,0.3481553119113957,0.4264014327112209,0.6276459144608478,87.87878787878788,81.81818181818183,60.60606060606061,GMM,87.87878787878788
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Melaka,0.3892494720807615,0.3481553119113957,0.5504818825631803,84.84848484848484,87.87878787878788,69.6969696969697,Isolation Forest,87.87878787878788
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Negeri Sembilan,0.4605661864718383,0.30151134457776363,0.30151134457776363,78.78787878787878,90.9090909090909,90.9090909090909,Isolation Forest,90.9090909090909
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Pahang,0.24618298195866548,0.3481553119113957,0.5222329678670935,93.93939393939394,87.87878787878788,72.72727272727273,GMM,93.93939393939394
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Perak,0.24618298195866548,0.0,0.30151134457776363,93.93939393939394,100.0,90.9090909090909,Isolation Forest,100.0
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Perlis,0.49236596391733095,0.4264014327112209,0.5222329678670935,75.75757575757575,81.81818181818183,72.72727272727273,Isolation Forest,81.81818181818183
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Pulau Pinang,0.49236596391733095,0.30151134457776363,0.6030226891555273,75.75757575757575,90.9090909090909,63.63636363636363,Isolation Forest,90.9090909090909
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Sabah,0.3892494720807615,0.24618298195866548,0.4605661864718383,84.84848484848484,93.93939393939394,78.78787878787878,Isolation Forest,93.93939393939394
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Sarawak,0.3892494720807615,0.3892494720807615,0.3481553119113957,84.84848484848484,84.84848484848484,87.87878787878788,Random Forest,87.87878787878788
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Selangor,0.0,0.3481553119113957,0.4605661864718383,100.0,87.87878787878788,78.78787878787878,GMM,100.0
"DUTCH LADY UHT COKLAT (KOTAK),200ml",Terengganu,0.17407765595569785,0.17407765595569785,0.24618298195866548,96.96969696969697,96.96969696969697,93.93939393939394,GMM,96.96969696969697
"DUTCH LADY UHT COKLAT (KOTAK),200ml",W.P. Kuala Lumpur,0.24618298195866548,0.24618298195866548,0.30151134457776363,93.93939393939394,93.93939393939394,90.9090909090909,GMM,93.93939393939394
"DUTCH LADY UHT COKLAT (KOTAK),200ml",W.P. Labuan,0.30151134457776363,0.24618298195866548,0.24618298195866548,90.9090909090909,93.93939393939394,93.93939393939394,Isolation Forest,93.93939393939394
"DUTCH LADY UHT COKLAT (KOTAK),200ml",W.P. Putrajaya,0.49236596391733095,0.3481553119113957,0.3892494720807615,75.75757575757575,87.87878787878788,84.84848484848484,Isolation Forest,87.87878787878788
