item_name,state,gmm_rmse,isolation_forest_rmse,random_forest_rmse,gmm_accuracy,isolation_forest_accuracy,random_forest_accuracy,best_model,best_model_accuracy
"NESTUM (ORIGINAL),500g",Johor,0.2041241452319315,0.45643546458763845,0.5,95.83333333333334,79.16666666666666,75.0,GMM,95.83333333333334
"NESTUM (ORIGINAL),500g",Kedah,0.45643546458763845,0.2041241452319315,0.6123724356957945,79.16666666666666,95.83333333333334,62.5,Isolation Forest,95.83333333333334
"NESTUM (ORIGINAL),500g",Kelantan,0.2041241452319315,0.3535533905932738,0.28867513459481287,95.83333333333334,87.5,91.66666666666666,GMM,95.83333333333334
"NESTUM (ORIGINAL),500g",Melaka,0.408248290463863,0.0,0.5400617248673217,83.33333333333334,100.0,70.83333333333334,Isolation Forest,100.0
"NESTUM (ORIGINAL),500g",Negeri Sembilan,0.28867513459481287,0.28867513459481287,0.45643546458763845,91.66666666666666,91.66666666666666,79.16666666666666,GMM,91.66666666666666
"NESTUM (ORIGINAL),500g",Pahang,0.408248290463863,0.28867513459481287,0.0,83.33333333333334,91.66666666666666,100.0,Random Forest,100.0
"NESTUM (ORIGINAL),500g",Perak,0.3535533905932738,0.2041241452319315,0.5400617248673217,87.5,95.83333333333334,70.83333333333334,Isolation Forest,95.83333333333334
"NESTUM (ORIGINAL),500g",Perlis,0.45643546458763845,0.45643546458763845,0.5400617248673217,79.16666666666666,79.16666666666666,70.83333333333334,GMM,79.16666666666666
"NESTUM (ORIGINAL),500g",Pulau Pinang,0.3535533905932738,0.2041241452319315,0.45643546458763845,87.5,95.83333333333334,79.16666666666666,Isolation Forest,95.83333333333334
"NESTUM (ORIGINAL),500g",Sabah,0.45643546458763845,0.3535533905932738,0.6454972243679028,79.16666666666666,87.5,58.333333333333336,Isolation Forest,87.5
"NESTUM (ORIGINAL),500g",Sarawak,0.408248290463863,0.28867513459481287,0.28867513459481287,83.33333333333334,91.66666666666666,91.66666666666666,Isolation Forest,91.66666666666666
"NESTUM (ORIGINAL),500g",Selangor,0.3535533905932738,0.2041241452319315,0.408248290463863,87.5,95.83333333333334,83.33333333333334,Isolation Forest,95.83333333333334
"NESTUM (ORIGINAL),500g",Terengganu,0.3535533905932738,0.3535533905932738,0.5,87.5,87.5,75.0,GMM,87.5
"NESTUM (ORIGINAL),500g",W.P. Kuala Lumpur,0.45643546458763845,0.28867513459481287,0.5773502691896257,79.16666666666666,91.66666666666666,66.66666666666666,Isolation Forest,91.66666666666666
"NESTUM (ORIGINAL),500g",W.P. Labuan,0.408248290463863,0.0,0.45643546458763845,83.33333333333334,100.0,79.16666666666666,Isolation Forest,100.0
"NESTUM (ORIGINAL),500g",W.P. Putrajaya,0.3535533905932738,0.2041241452319315,0.28867513459481287,87.5,95.83333333333334,91.66666666666666,Isolation Forest,95.83333333333334
