item_name,state,gmm_rmse,isolation_forest_rmse,random_forest_rmse,gmm_accuracy,isolation_forest_accuracy,random_forest_accuracy,best_model,best_model_accuracy
BROKOLI,Johor,0.29277002188455997,0.29277002188455997,0.50709255283711,91.42857142857143,91.42857142857143,74.28571428571429,GMM,91.42857142857143
BROKOLI,Kedah,0.1690308509457033,0.1690308509457033,0.3380617018914066,97.14285714285714,97.14285714285714,88.57142857142857,GMM,97.14285714285714
BROKOLI,Kelantan,0.23904572186687872,0.0,0.4472135954999579,94.28571428571428,100.0,80.0,Isolation Forest,100.0
BROKOLI,Melaka,0.1690308509457033,0.1690308509457033,0.50709255283711,97.14285714285714,97.14285714285714,74.28571428571429,GMM,97.14285714285714
BROKOLI,Negeri Sembilan,0.0,0.0,0.4140393356054125,100.0,100.0,82.85714285714286,GMM,100.0
BROKOLI,Pahang,0.0,0.0,0.3779644730092272,100.0,100.0,85.71428571428571,GMM,100.0
BROKOLI,Perak,0.29277002188455997,0.1690308509457033,0.47809144373375745,91.42857142857143,97.14285714285714,77.14285714285715,Isolation Forest,97.14285714285714
BROKOLI,Perlis,0.29277002188455997,0.1690308509457033,0.3779644730092272,91.42857142857143,97.14285714285714,85.71428571428571,Isolation Forest,97.14285714285714
BROKOLI,Pulau Pinang,0.1690308509457033,0.1690308509457033,0.3380617018914066,97.14285714285714,97.14285714285714,88.57142857142857,GMM,97.14285714285714
BROKOLI,Sabah,0.1690308509457033,0.3380617018914066,0.4140393356054125,97.14285714285714,88.57142857142857,82.85714285714286,GMM,97.14285714285714
BROKOLI,Sarawak,0.29277002188455997,0.1690308509457033,0.4472135954999579,91.42857142857143,97.14285714285714,80.0,Isolation Forest,97.14285714285714
BROKOLI,Selangor,0.1690308509457033,0.1690308509457033,0.4472135954999579,97.14285714285714,97.14285714285714,80.0,GMM,97.14285714285714
BROKOLI,Terengganu,0.1690308509457033,0.1690308509457033,0.3779644730092272,97.14285714285714,97.14285714285714,85.71428571428571,GMM,97.14285714285714
BROKOLI,W.P. Kuala Lumpur,0.1690308509457033,0.1690308509457033,0.4472135954999579,97.14285714285714,97.14285714285714,80.0,GMM,97.14285714285714
BROKOLI,W.P. Labuan,0.23904572186687872,0.29277002188455997,0.29277002188455997,94.28571428571428,91.42857142857143,91.42857142857143,GMM,94.28571428571428
BROKOLI,W.P. Putrajaya,0.0,0.0,0.5855400437691199,100.0,100.0,65.71428571428571,GMM,100.0
