item_name,state,gmm_rmse,isolation_forest_rmse,random_forest_rmse,gmm_accuracy,isolation_forest_accuracy,random_forest_accuracy,best_model,best_model_accuracy
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Johor,0.23904572186687872,0.23904572186687872,0.560611910581388,94.28571428571428,94.28571428571428,68.57142857142857,GMM,94.28571428571428
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Kedah,0.29277002188455997,0.1690308509457033,0.4140393356054125,91.42857142857143,97.14285714285714,82.85714285714286,Isolation Forest,97.14285714285714
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Kelantan,0.29277002188455997,0.1690308509457033,0.560611910581388,91.42857142857143,97.14285714285714,68.57142857142857,Isolation Forest,97.14285714285714
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Melaka,0.23904572186687872,0.23904572186687872,0.560611910581388,94.28571428571428,94.28571428571428,68.57142857142857,GMM,94.28571428571428
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Negeri Sembilan,0.0,0.29277002188455997,0.50709255283711,100.0,91.42857142857143,74.28571428571429,GMM,100.0
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Pahang,0.1690308509457033,0.1690308509457033,0.29277002188455997,97.14285714285714,97.14285714285714,91.42857142857143,GMM,97.14285714285714
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Perak,0.1690308509457033,0.1690308509457033,0.5345224838248488,97.14285714285714,97.14285714285714,71.42857142857143,GMM,97.14285714285714
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Perlis,0.1690308509457033,0.29277002188455997,0.50709255283711,97.14285714285714,91.42857142857143,74.28571428571429,GMM,97.14285714285714
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Pulau Pinang,0.29277002188455997,0.3779644730092272,0.560611910581388,91.42857142857143,85.71428571428571,68.57142857142857,GMM,91.42857142857143
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Sabah,0.4472135954999579,0.29277002188455997,0.4140393356054125,80.0,91.42857142857143,82.85714285714286,Isolation Forest,91.42857142857143
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Sarawak,0.3779644730092272,0.29277002188455997,0.3779644730092272,85.71428571428571,91.42857142857143,85.71428571428571,Isolation Forest,91.42857142857143
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Selangor,0.3779644730092272,0.29277002188455997,0.1690308509457033,85.71428571428571,91.42857142857143,97.14285714285714,Random Forest,97.14285714285714
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),Terengganu,0.29277002188455997,0.29277002188455997,0.29277002188455997,91.42857142857143,91.42857142857143,91.42857142857143,GMM,91.42857142857143
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),W.P. Kuala Lumpur,0.3380617018914066,0.3380617018914066,0.5345224838248488,88.57142857142857,88.57142857142857,71.42857142857143,GMM,88.57142857142857
IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),W.P. Putrajaya,0.1690308509457033,0.1690308509457033,0.29277002188455997,97.14285714285714,97.14285714285714,91.42857142857143,GMM,97.14285714285714
